text,labels
Paraguayans should not go out “even to buy bread” because the incubation period is up and positive cases of coronavirus will increase.,1
Video shows a drone that delivers food amidst the quarantine in Japan.,1
The new coronavirus was created in a Chinese laboratory and Bill Gates financed its origin.,1
Missouri students will have to repeat the school year because of COVID-19 school closings.,1
A kit for coronavirus self-diagnosis is available.,1
"In the Philippines, Pasig City Mayor Vico Sotto supposedly said in a Facebook live video that voters should elect public officials who don’t curse at God, lie, rape and kill people, and steal.",1
President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to COVID-19,1
This graphics shows that the number of death in France during first trimester 2020 with COVID-19 is relatively small compared to past years.,1
Photo taken by NASA on 4/5/20 when candles and diyas were lit at 9 p.m. for nine minutes.,1
North Korean president has ordered to shoot the first coronavirus patient in his country.,1
"You have to pay “cash bail” of KSh6,000 if you’re caught without a mask in downtown Nairobi, Kenya.",1
"Recording of a conversation where one claims to be a friend of the WHO India Director’s brother, Saurabh, who gave him information that India will go into a complete lockdown mode from 4/15/20April to 6/15/20.",1
A lady police constable in Mumbai is suffering from coronavirus.,1
"Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection, due to breathing in her own carbon dioxide and bacteria.",1
Indian Home Minister Amit Shah claimed to be infected with COVID-19.,1
Hospitals compensated 15% more for COVID-19 patients under the stimulus package and New York City hospitals are inflating their coronavirus numbers.,1
Muslims in West Bengal are beating up cops during the lockdown.,1
The EU has demanded guarantees from Spain that imply cuts in civil servants’ pensions and salaries in exchange for granting aid to them in the face of the COVID-19 crisis.,1
Wearing a mask during physical activity causes hypercapnia syndrome.,1
Italy’s president was caught on camera crying over and regretting country’s coronavirus response.,1
Photo of Muslims offering prayers on the rooftops in India.,1
This video shows an African national being severely beaten in China during COVID-19 pandemics,1
Dried ginger powder can cure COVID-19.,1
A video claiming that the Immuni app (the contact tracing application sponsored by the Italian government) is already operative and it has been installed and activated on people’s smartphones automatically.,1
Brazilian Health Minister said that ‘suspected of Covid-19’ can no longer appear on death certificates.,1
A WhatsApp forward claimed that a vaccine for coronavirus has been discovered and that the treatment for coronavirus is mentioned in an Intermediate Zoology book.,1
"A series of claims, including that the COVID-19 pandemic was “fake” and 5G telecommunications is causing the illness.",1
"Image with the narration to claim that a huge number of Muslims were roaming in Beruwala City in Sri Lanka during curfew, risking the lives of many amid COVID-19",1
Two malaria medications work to treat COVID-19.,1
Consuming silver particles will prevent or treat COVID-19.,1
Posts on social media claim that people who have been vaccinated against the flu in the last 10 years will test positive for COVID-19.,1
Ibuprofen can be an aggravating factor; one should use Paracetamol instead.,1
A photo making the rounds on social media claims to show people who have died from the coronavirus in Italy.,1
The Simpsons predicted the coronavirus outbreak.,1
Matterhorn mountain in Swiss Alps lit up with the Indian Tricolour after PM Narendra Modi supplied Hydroxychloroquine (HCQ) tablets.,1
Inhaling the steam of sea salt and orange peelings can prevent coronavirus infection.,1
Coronavirus was created in a laboratory in Wuhan.,1
President Donald Trump announced a vaccine by Roche Diagnostics.,1
Photo shows coffins from coronavirus outbreak in Italy.,1
The coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,1
A vaccine for the coronavirus has been discovered.,1
Two local celebrities in Argentine are infected with coronavirus,1
"“The blood test for coronavirus costs $3,200.”",1
Some countries throw COVID-19 infected dead bodies into the seas.,1
"A photo shows coffins of people who died because of coronavirus in Italy, and that the virus is dangerous and you should stay inside.",1
"People who have ACE2, especially those with hypertension, are easily infected with COVID-19.",1
"An image of several bodies laying on the ground went viral on social media, where it is claimed that they are victims of the coronavirus in Ecuador.",1
"A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",1
"A video shared thousands of times on Facebook, Twitter and Instagram purports to show hundreds of Nigerians scrambling for food amid a lockdown prompted by the novel coronavirus.",1
Chinese people are fleeing China to Vietnam because of coronavirus.,1
Cristiano Ronaldo will turn his hotels into hospitals.,1
Image of Sevabharathi workers in India caught in Excise raid for illegally distilling alcohol.,1
An article says that Britain has “pulled out” of a 5G contract with Chinese company Huawei because test kits were found to be contaminated with coronavirus.,1
Is This a Sand-Covered Highway to Dubai During the COVID-19 Pandemic?,1
Ghana Education Service confirms date schools in Ghana will reopen.,1
A post says that most EU countries do not pay for electricity during the pandemic.,1
Facebook posts shared hundreds of times in South Africa claim that criminals posing as government officials are going around to people’s homes and distributing face masks that are laced with chemicals to knock them out and rob them.,1
Brazilian Supreme Court decided that the federal government has no responsability in combating the COVID-19 crisis; this should be done by state and municipal governments.,1
A photo has been shared thousands of times in multiple Facebook posts alongside a claim it shows bodies of those killed by COVID-19.,1
Denmark passed from 200 new cases of COVID-19 in one day to only 26 cases.,1
Messages that claim that the Government knows where we are at all times thanks to an application that Google has installed on our phones.,1
"House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account, in which she calls on people to visit Chinatown in San Francisco.",1
Does H.R. 6666 Require People to Be Vaccinated for COVID-19?,1
Chloroquine is target of a conspiracy in benefit of medecine remdesivir.,1
A photograph shared thousands of times on Facebook purports to show the blister-covered hand of a patient suffering from a new disease.,1
New York schools add a COVID-19 vaccine to the mandatory school schedule.,1
"Bolivian minister of the presidency, Yerko Nuñez, announced that the international community compromised economic support of 100 million of dollar to Bolivia in order to be used freely against the pandemic COVID-19.",1
Image claims that the Soriana supermarket in Mexico closes the weekend due to a health emergency due to COVID-19.,1
New vaccine can help cure coronavirus in three hours.,1
"Does Video Show Guns, Violence in Aftermath of Coronavirus Outbreak in China?",1
"For several days, an article by a Spanish organization in which COVID-19 is an “exosome influenced by electromagnetic pollution” has been circulating on social media and WhatsApp.",1
France forces patients of dual nationality to leave its hospitals to be able to treat the French during the COVID-19 outbreak.,1
A video shows the late Chinese doctor Li-wen Liang’s wedding party.,1
Images of the public beating police officers enforcing lockdown in the Indian state of U.P.,1
"A doctor at the SGRH hospital in New Delhi, India prescribed hydroxychloroquine tablet to prevent COVID-19 infection.",1
The Brazilian Ministry of Health forbade the expression “COVID-19 suspect” to be used on death certificates.,1
"If you can hold your breath for more than 10 seconds, you are not infected by coronavirus.",1
A photo shows the protocol released by the World Health Organization (WHO) regarding lockdown periods for controlling the virus.,1
“The CDC has recommended mail in voting.,1
That’s what this whole pandemic is about: the election!”.,1
"EFE has published that those who move from one Spanish region to another under the state of alarm will be fined up to 300,000 euros.",1
Turkish raki prevents COVID-19.,1
Colombia is the country with the most intensive care beds in Latin America.,1
Was COVID-19 Found in Packages of Toilet Paper?,1
Will Sipping Water Every 15 Minutes Prevent a Coronavirus Infection?,1
Does Trump Benefit Financially by Promoting Hydroxychloroquine as COVID-19 Treatment?,1
Video says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”,1
Chinese politician Xi Jinping has said that Chinese scientists found a cure for the coronavirus in cow urine.,1
The maker of the novel coronavirus has been arrested.,1
A picture claiming that Lidl is offering free shopping vouchers for €180 in Italy.,1
Men in Gujarat are violating lockdown by offering namaaz in a Mosque.,1
A case of coronavirus in the Argentine province of Chaco was confirmed.,1
WHO wants to enter citizens’ homes and forcefully deport their children.,1
U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyone’s calls and see everyone’s private messages.,1
A picture taken in Colombia which shows a girl who fainted.,1
"The caption claims that the vaccine for COVID-19 is starting to be distributed in poorer countries, but 200 girls fainted after the injection.",1
Coronavirus found in broiler chicken,1
“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City.,1
A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,1
Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,1
The dangerous virus is transmitted through bananas.,1
Police beating common people during lockdown in India.,1
The FDA now approved the use of chloroquine to all COVID-19 patients in the United States.,1
These images have previously circulated in reports about an elderly Chinese couple who had unrelated health problems.,1
Video shows a plate of bat soup that allegedly started the coronavirus outbreak.,1
This wagon bears the inscription COVID-19.,1
A new outbreak pandemic of hantavirus is coming from China.,1
Doctors recommend Vitamin C and fennel seed tea to warn off the novel coronavirus.,1
"Image claiming that Polish Church will get 4,6 billion zlotys from the government due to the coronavirus.",1
"Imported second hand clothes from Europe, Asia or America could spread the novel coronavirus in Africa.",1
This video shows the Wuhan market where the virus comes from.,1
Old Dalit woman beaten up by Christian missionaries in Kerala.,1
"Minister of finance praises Latvia’s COVID-19 state support for private business, saying that because of that the unemployment rate has risen much less than in the neighboring countries.",1
"An image circulated on social networks that assured that the Government of Guatemala already had a plan for the reopening of commercials, churches and schools.",1
Cow urine cures coronavirus.,1
China did not apologize to Muslims in a song.,1
Video of dead bodies of COVID-19 infected persons washed ashore as they were thrown in to the seas by some countries.,1
"The President of Guatemala, Alejandro Giammattei assured that the case-fatality rate of the COVID-19 pandemic in the country was one third of that of the world.",1
Coronavirus stays in throat for four days before arriving lungs.,1
Gargling with salt water or vinegar kills the coronavirus.,1
The amount of ACE2 East Asian people have is 4-5 times more than non-East-Asians.,1
That is why they get infected easily.,1
A video allegedly showing a man spitting on the bread slices is being shared with a communal spin in India.,1
Chain message warns against accepting immunization from coronavirus; says they are rather implanting COVID-19 through said vaccine.,1
COVID-19 self testing by holidng breath and put mustard oil through nose will kill the coronavirus.,1
Drugstores in France are forbidden to buy and sell masks.,1
Dr. Naresh Trehan has said that the Indian government is going to declare a national emergency.,1
"The article claims that the Мayor of Tetovo in North Macedonia, Teuta Arifi, managed to pusuade the Government for more tolerant measures in this city, i.e. not wearing protective masks.",1
"Japan’s Nobel Prize winning Professor of Medicine, Professor Dr Tasuku Honjo has claimed that the coronavirus is not natural and that China manufactured it.",1
Image of a herd of deer sitting on a street interpreted as different locations in Sri Lanka and India.,1
Video of police roughing up civilians claimed to be police in Spain enforcing a lockdown.,1
"UV-C lamps can kill 99.99% of all bacteria, viruses, and mold on any surface in ten seconds, yet is 100% safe for humans and pets.",1
Left-wing parties in Brazil asked the Supreme Court to prevent the Army from making beds at the Military Hospital available for people with COVID-19.,1
Instagram post shared with text claiming that the novel coronavirus originated in a laboratory.,1
"Hospital La Paz in Madrid, Spain, is requesting blankets for patients admitted to the hospital.",1
A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,1
"On May 13, the representative of Tolima, Colombia, for the Conservative party José Elver Hernández tweeted a claim in his Twitter account in which he asks Finagro and the Agrarian Bank for explanations about the resources for small entrepreneurs.",1
A video shows healthcare workers celebrating in a hospital.,1
"The caption says it was filmed in Messejana Hospital, in Fortaleza, Brazil, after all COVID-19 patients were cured and a whole hospital wing was closed.",1
Video of Rahul Gandhi and Priyanka Vadra breaking ‘lock down’ regulations.,1
A video of the British Prime Minister while shopping from an Arab store after he was struck by COVID-19.,1
Do Flu Vaccines Increase Your Risk of Testing Positive for COVID-19?,1
"Multiple Facebook posts shared thousands of times by Filipino Facebook users make several false claims about a future vaccine for COVID-19, the disease caused by the novel coronavirus.",1
The posts also make claims about a link between a potential vaccine and the rollout of 5G technology.,1
COVID-19 not being blamed for deaths due to unrelated causes.,1
“Actors” applauded Macron when he visited the suburban city of Pantin near Paris.,1
"A French member of parliament, Dominique Da Silva, said he hopes the coronavirus will kill people older than 70.",1
Decathlon’s snorkeling masks are used in hospitals to help patients’ breathing.,1
Steam therapy can kill the new coronavirus.,1
The headline of the article claims that Macedonia has three times more active coronavirus patients than China.,1
"Seven photos have been shared repeatedly in multiple posts on Facebook and Twitter, alongside a claim that they show vegetables donated to disadvantaged people during a curfew prompted by the novel coronavirus pandemic in Sri Lanka.",1
"3,000 Ecuadorians are infected with coronavirus.",1
Volcanic ash can kill the coronavirus.,1
Georgian man’s blood had been used to treat a COVID-19 patient in one of the hospitals in Germany.,1
"Information included a photo depicting a man, whose blood is being taken.",1
"A nurse working in the US informs Ivorian citizens that their government is misleading them, disguising vaccines centers into testing centers against COVID-19.",1
Muslim People in China seeking refuge in Islam by reading Quran to save themselves from COVID-19.,1
Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus.,1
The posts claim the developments were made by scientists in Japan and the Philippines respectively.,1
The title of the article states: “The first pregnant woman with coronavirus in Macedonia gave birth.”,1
Video from China shows people fleeing from coronavirus quarantine.,1
Bolivian Government Minister Arturo Murillo in a conference asked women to get their uterus ready because the crisis of COVID-19 comes soon.,1
Shi Zhengli announced a new epidemic.,1
Israel health minister said COVID-19 was a punishment againt homosexuality.,1
"Self-medicate COVID-19 using a home remedy with aspirin, lemon and honey.",1
France found a vaccine for the coronavirus.,1
"A post on Facebook criticizes the effectiveness of face masks in protecting the wearer from COVID-19, the disease caused by the novel coronavirus.",1
The European Union lifted economic sanctions on Syria.,1
The coronavirus can be killed by consuming alkaline foods.,1
"In Italy, 96,3% of people that died after developing COVID-19 died from other pathologies.",1
Dr Eliyantha White had developed a special medicine for COVID-19 and was planning to use it on Sri Lankan Navy personnel with the approval of the Prime Minister.,1
"According to the publication, the Buenos Aires government would buy respirators from China for 10 million dollars,",1
Israel and USA have come up with a vaccine.,1
Ozone serves as a disinfectant against COVID-19.,1
Someone asking people not to use air conditioning in hot weather as heat will kill the coronavirus.,1
“Dr. Fauci sat on Microsoft’s board of directors.”,1
"Chinese court gave permission to kill 20,000 patients infected with coronavirus.",1
"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged.",1
Azuay governor in Ecuador seeks the cure of COVID-19 in indigenous medicine.,1
Councilor Pen White-Chung said coronavirus is from the USA based on a Chinese academic study.,1
The WHO issued protocol for a COVID-19 curfew,1
Police or military prepare for total containment in Canada.,1
Photo of Kanika Kapoor meeting Prince Charles during her recent visit to the United Kingdom.,1
Prince Charles tested positive for coronavirus just after the meeting.,1
Data from civil registry offices in Brazil proves there is not a pandemic,1
Ketamine can cure COVID-19.,1
Madrid ex-mayor Manuel Carmena has coronavirus.,1
A video shows.a policeman guarding Hajipur Prison suffering from COVID-19.,1
Chlorine dioxide healed 100 Covid-19 patients in Ecuador according to a study by Andreas Ludwig Kalcker.,1
The article also states that Covid-19 is no lung disease but thrombosis and 88 percent of the patients given artificial respiration with ventilator die.,1
A video has been shared repeatedly on Facebook and Twitter in April 2020 alongside a claim it shows corpses in body bags at an apartment that is home to a New York-based Islamic group.,1
The posts claim the victims died in the apartment after contracting the novel coronavirus because they ignored social distancing rules.,1
Kenya is offering a COVID-19 mobile data grant to citizens.,1
Video shows a family that died from novel coronavirus.,1
"Some 150 foreigners attended Sadhguru’s event in March, which has led to over 1,000 coronavirus cases in Tamil Nadu, India.",1
The foreigners are quarantined at Isha Yoga Center.,1
"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19.",1
The message is that the number of people who die of COVID-19 is low in comparison.,1
The coronavirus outbreak is caused by 5G technology.,1
Emergency rooms in hospital are empty because the crisis has been overstimated.,1
5G towers have a ‘VOC 19’ component and cause coronavirus.,1
"Social media posts shared thousands of times in the United States contain multiple false or misleading claims about face masks used to stop the spread of COVID-19,",1
3 preliminary studies that went viral are incorrect.,1
"Cardinal Antonio Cañizares, from Spain, has assured that one of the vaccines that is being investigated against COVID-19 is made from cells of aborted fetuses.",1
The Italian government asks to recite the Quran in the middle of the COVID-19 pandemic.,1
More than half the people in Flanders have no faith in government communication on the coronavirus crisis.,1
"Because of a WHO clause, Dutch primary schools are allowed to vaccinate children without their parents’ consent.",1
Putin enters a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID-19.,1
These are doctors in Tijuana taking a nap on the floor of a hospital.,1
Harvard professor was arrested for creating and selling the coronavirus.,1
"“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”",1
A trucker assures in a video that he transports material to France and that it does not arrive in Spain because the government does not pay for it.,1
Vitamin C prevents coronavirus.,1
A post says that if you hold your breath you can tell if you are infected with COVID-19 or not.,1
Cannabis could help prevent coronavirus infection.,1
“How to prevent the coronavirus: Drink fennel tea twice a day.,1
"Fennel tea has the same component as Tamiflu medicine, used to treat H1N1”.",1
Doctor Didier Raoult reveals that the World Health Organization (WHO) in collusion with France is preparing to put poison in COVID-Organics.,1
Anti-bacterial mouthwash which has been watered down is an effective substitute for hand sanitiser,1
The Philippines has fewer COVID-19 cases despite having a larger population and smaller land area than Italy.,1
The post attributed it to Pres.,1
"A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",1
False document from the Government of Nuevo Leon in Mexico circulates.,1
Video of people beating a youth tied to a tree during the current lockdown.,1
"Empty hospital corridors and waiting rooms in Toulon, France, prove that the government is lying on the degree of gravity of coronavirus crisis.",1
"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.",1
Brazilian beverage company Ambev stops beer production.,1
"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”",1
A photo shows the newly built hospital in Wuhan.,1
Eating raw garlic and tumeric every day protects you from coronavirus.,1
Government of Pará placed detainees to watch people at bus stops.,1
The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,1
"Rodrigo Maia, president of the lower house of the Congress in Brazil, voted a law that forbids the president to close borders.",1
Carrefour is offering a R$ 300 voucher for families in need during the COVID-19 crisis.,1
"A chain circulated on social networks, which claimed that the prolonged use of the mask produces respiratory diseases.",1
Facebook posts shared thousands of times claim that people in Lesotho are “immune” to COVID-19 because the country apparently created a remedy for the disease.,1
A video shows the Wuhan market.,1
Sweden has banned mandatory vaccination.,1
Brahmins (a Higher Indian Caste) chopped off a girl’s tongue as an offering to God to prevent COVID-19 infection.,1
An image of an elderly Italian man who was asked to pay for the ventilator that he used for his recovery.,1
"Video shows an overcrowded Madina market in Hyderabad, India, where people are shopping for Eid.",1
Says a “5G Law Passed while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,1
"Former Bolivian President, Evo Morales, stated on his twitter account that the government of Bolivia do not allow the departments of Oruro and Pando import from Cuba the medicine “Interferon Alfa 2b” so can be used against to COVID-19 treatment.",1
Video from Pune shows COVID-19 patient collapsing on the streets and being taken away in an ambulance.,1
A video viewed thousands of times on Facebook posts claims to show Indians throwing statues of their gods into a river after they allegedly failed to protect them from the new coronavirus.,1
An orangutan in the U.S. started to wash his hands imitating his keeper.,1
There have been no cases of infection in Beijing.,1
The epidemic did not create problems for the Chinese economy.,1
This proves that the new coronavirus is a biological weapon of the Chinese to destroy the world.,1
A line of coffins suggesting they are from Italy currently.,1
Did Trump Admin Give $55M to ‘Bankrupt Company’ for N95 Masks It Doesn’t Make?,1
Brazilian Supreme Court denied order for army hospitals to treat COVID-19 patients.,1
"Rotis hailing PM Modi shared in Madhya Pradesh, India, during lockdown.",1
A picture of the Italian Prime Minister Giuseppe Conte eating pizza in a crowded space where no one is respecting social distancing measures or wearing protective masks.,1
"The picture would have been taken during the Stati generali conference, which took place in Rome in June 2020.",1
This video shows Italians lost hope and went out in the streets because of COVID-19.,1
"Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set “an all-time record.”",1
A man in Italy killed himself after he lost his family to the coronavirus.,1
U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,1
Facebook posts shared thousands of times claim the coronavirus pandemic is a cover for a Gates Foundation-funded effort to implant microchips when patients’ noses or throats are swabbed during COVID-19 testing.,1
"CDC suddenly lost 30,000 deaths from coronavirus from its data, thus proving the virus is not as serious as it seems.",1
Did a Chinese Intelligence Officer Reveal the ‘Truth About the Coronavirus Outbreak’?,1
Smoking protects against COVID-19.,1
KNUST students discover vaccine for coronavirus and cure patient in Côte d’Ivoire.,1
Is Canine Coronavirus Vaccine Proof that COVID-19 Vaccine Should Exist?,1
"According to scientific research, smoking protects against coronavirus.",1
Donald Trump said Brazil is the only country in which the Supreme Court is hampering the national government’s ability to deal with COVID-19.,1
"Also, he criticized Brazilian state governors.",1
The Macedonian Minister of Health “boldly tramples on a serious brand like Acibadem Sistina and deters the citizens to take tests in this hospital.”,1
"A photo of the room of a hotel in Almería, Spain in which 70 immigrants are accommodated and where medical equipment is seen.",1
Photo shows bodies in the ground belonging to COVID-19 patients in Italy.,1
Alkaline food helps counter COVID-19.,1
A post warning people to stay at home shows rows upon rows of coffins in “Italy.”,1
India’s Ministry of Home Affairs banning citizens from posting about the new coronavirus on social media.,1
Alkaline diet protects against the coronavirus.,1
Muslims are protesting on the streets during quarantine.,1
Pr Dider Raoult claimed that COVID-19 was created by China and the US in order to “destroy” the African continent.,1
A man is hospitalized after eating a bat.,1
The viral image is of a doctor couple in Italy who gave their lives treating coronavirus patients.,1
"A video has been viewed thousands of times on Facebook, Instagram, Twitter and YouTube alongside a claim it shows people rioting and looting shops in England during the coronavirus lockdown.",1
Is This a C. S. Lewis Quote from 1942?,1
A TikTok video showing a woman buying liquor after the ease of the coronavirus lockdown in Mumbai claims that she is Bollywood actress Deepika Padukone.,1
"President Rodrigo Duterte said COVID-19, the disease caused by the novel coronavirus, is only transmitted through contact with other people.",1
A vaccine for the 2019 novel coronavirus has been found and there will be no more deaths due to the coronavirus.,1
Video showing a group of the Bolivian army making people respect the quarantine and stay at home by using violence is not from Punata but from Chimbobo.,1
Drinking hot water ou tea kills the new coronavirus because it cannot resist heat.,1
Air cleaner removes the virus from the air and surfaces.,1
Pictures show Angela Merkel and other policians standing very close together and not keeping distance.,1
Prime Minister of Latvia claims that one third of Covid-19 EUR 2 billion recovery budget is planned for unemployment support and other benefits.,1
"A video shows a man in a face mask, safety helmet and hi-vis work top.",1
The man claims he has been installing “5G masts” and has opened a 5G device and found a label that says “COV.19” on a component on the circuit board inside.,1
"Facebook posts accuse the Muslim community in Canada’s Calgary of breaking COVID-19 social distancing rules during Ramadan, using a photo of a crowded Islamic center as proof.",1
Video shows police seizing money diverted from respirators at the home of the health secretary of the Brazilian city of Belém.,1
Dr. Leonard Coldwell: coronavirus was created artificially for mass chipping.,1
Photos taken in an open-air drug market in São Paulo show a crowd and people are not affected by COVID-19.,1
Muslim men are being beaten during the lockdown in India.,1
Prolonged use of face masks reduces the circulation of oxygen in the blood and can lead to death.,1
"The total number of COVID-19 deaths decreased in Manaus, Brazil, from 150 to 2 after a visit from health minister Nelson Teich.",1
This happened because he started to investigate fraudulent deaths.,1
"“There was no real scientific basis for believing that” social distancing would be necessary, “since it had never been studied.”",1
The quarantine will last until the end of May in Ukraine.,1
"A Facebook user claims Melinda Gates divorced her husband, Bill Gates, for wanting to destroy Africa.",1
There is an old undocumented man that  “does not remember anything” hospitalized in the “La Paz Hospital”.,1
Photos show a Chinese man eating “human baby soup” have circulated on social networking platforms.,1
He is seen sitting at a table with a stillborn baby served in front of him.,1
With self-checkup you can find out if you are infected with coronavirus.,1
An article about “An Italian doctor working in China gives advice on avoiding infection.”,1
With eucalyptus sprays you can “destroy the virus (SARS-COV-2)”,1
An image has been shared on Facebook in April 2020 alongside a claim that it shows Muslims praying on a street in the Australian city of Sydney.,1
The image was shared as the city’s residents continued to face stay-at-home orders during the novel coronavirus pandemic.,1
"Comments from some Facebook users on the misleading post indicated they believed the photo was taken during the lockdown restrictions,",1
"Orange, lemon and honey prevent from being infected by coronavirus.",1
American radio host spreads misinformation about number of deaths and infected with coronavirus; rumors get to Brazil.,1
A video has been viewed tens of thousands of times in multiple posts on Facebook and YouTube which claim it shows an Italian boy looking up at the night sky calling out for his mother who died from the novel coronavirus.,1
“The (corona)virus just isn’t nearly as deadly as we thought it was.”,1
An official document approved by the Italian Health Ministry bans autopsies on COVID-19 deceased patients.,1
"A list of purported COVID-19 safety guidelines has been shared in multiple Facebook and Instagram posts that claim it was issued by the Indian Council of Medical Research (ICMR), India’s leading research group on the novel coronavirus.",1
5G is the cause of the coronavirus pandemic.,1
The WHO changed its mind about masks and now says that they can increase the risk of infection.,1
The japanese doctor Tasuku Honjo says that coronavirus is not natural.,1
The principal access to the Guanacaste Province was closed for COVID-19 and Holy Week.,1
A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,1
Was a 5G Tower Torn Down in China To Stop COVID-19?,1
The WHO offered the testing kits that they have available and to give it to us now.,1
We did not want to buy them.”,1
The Torre Latinoamericana in Mexico City was illuminated due to the pandemic.,1
"Image of a market practising social distance claimed to be from a city Aizwal, in India.",1
Authorities should implement temperature tests to travelers from China.,1
Leaving half an onion in your home will “catch” the coronavirus and prevent people from getting it.,1
"The coronavirus test costs $3,200.",1
Boiled sumac cures COVID-19.,1
Indian Spritual Guru Mata Amrithanandamayi Charitable trust gifts India its first “Air Ambulance”.,1
Image of peacocks gathered at Ooty-Coimbatore road in India amid Nationwide Lockdown.,1
China names COVID-19 the ”Japanese pneumonia”.,1
Vaccines to cure COVID-19 are ready.,1
Boiled ginger can cure COVID-19,1
Queen Elizabeth II has been diagnosed with coronavirus.,1
"11 out of 13 people (from the Diamond Princess Cruise ship) who had intially tested negative in tests in Japan, were later confirmed to be positive in the United States.",1
"While everybody is busy with coronavirus, authorities in Görlitz, Germany, secretly brought asylum seekers into the city.",1
"Empty coffins are being buried in Manaus, Brazil, to stir up the population.",1
"This was revelead by TV Band, a TV channel in Brazil.",1
Gunes newspaper published an article about COVID-19’s production in lab in 2013.,1
"The novel coronavirus has reached Cebu province and Boracay Island, which are popular tourists destinations.",1
"Video footage of dead animals such as dogs, rats, bats and snakes being sold in a market in Wuhan.",1
Link takes viewers to application for FEMA assistance in the US.,1
Patients dancing in NSCI Quarantine center in Mumbai.,1
Ecuadorean doctor saves lifes during the Wuhan crisis.,1
"“Trump bailed out Wall Street, but not Main Street.”",1
A new mobile application allows locating infected people that are close to the user in Spain.,1
"Claim that COVID-19 has been around for a long time, with a photo of an animal vaccine labeled “coronavirus.”",1
Telephone networks are about to collapse in Mexico.,1
Australian researchers developed a drug that can neutralize SARS-CoV-2 in 48 hours.,1
Pope Francis was diagnosed with coronavirus.,1
COVID-19 passengers being disembarked at Senegal airport.,1
This video of the Eiffel Tower shows a tribute to victims of Covid-19.,1
"Raúl Rodolfo Abhduz Khan, biochemical engineer from Karmalah Laboratories, is the creator of the novel coronavirus.",1
The future coronavirus vaccine will implant a microchip called id2020.,1
More than 35 million people in China are now on a travel lockdown.,1
"More than 2700 have been sickened, and 81 have died.",1
Nothing happens without Allah’s permission and He is aware of all things.,1
"On the caption, it is stated that this money was meant to fund temporary hospitals in Rio, but it was stolen by an aide of governor Wilson Witzel.",1
Post says “being exposed to the sun for two hours” kills the 2019 coronavirus.,1
Did Nancy Pelosi Visit Wuhan in November 2019?,1
"In Nigeria, Ibrahim Magu, acting EFCC chairman, said corruption caused the coronavirus outbreak.",1
Guatemalan Ministry of Health is hiding a COVID-19 case in a hospital in the city of Amatitlán.,1
Did Obama Admin Give Wuhan Laboratory a $3.7 Million Grant?,1
Gargling warm water with either salt or vinegar can eliminate coronavirus.,1
Bill Gates claims and announces that vaccinations will be mandatory for all.,1
Spanish biologist compares salaries of footballers and doctors looking for COVID-19 vaccine.,1
WHO President Tedros Adhanom Ghebreyesus dances at a nightclub during the quarantine period.,1
"“Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”",1
Madrid is going to close its borders due to the coronavirus.,1
Bill Gates plans to introduce microchip implants that will register whether or not someone has been tested and/or vaccinated against SARS-CoV-2.,1
Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,1
"A COVID-19 case has been diagnosed in Umraniye Hospital, Istanbul.",1
"A doctor from North Macedonia states that the new coronavirus outbreak  is a conspiracy against humanity or a conspiracy of the pharmaceutical industry for profit, and that the new coronavirus is not dangerous.",1
